idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1629467,4147,4,1,3,1,3,3,66,2,0,1,22,7,2025,10,43,2025,3,21,95,3,,,,,,3,,1,100,0,0,0,2,,2010,13,2010,15,2,2,,2,,,,1,60.0,4.0,0.0,0.0,,1,15.0,1,80.0,2,,,,-7,2,,,2,1,-6.0,1,2,4,60,13627000.0,"Thirteen million, six hundred twenty-seven thousand",3157000.0,"three million,  one hundred and fifty-seven thousand",,100,0,0,,,,,,,,,,90,10,2.0,,,,,,,,2,,1,3,4,3.0,1.0,2.0,2.0,,,,2.0,,3.0,2.0,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,4.0,,,2,100,3.0,,0.0,-6.0,0,,,,0,2,,,,,48,2,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,12,9,2,8,4,11,7,3,14,1,13,5,6,15,10,12,12,9,2,8,4,11,7,3,14,1,13,5,6,15,10,13,13,100.0,,,,,,0.0,4,9,0,1,,,,,,0.0,2,,,56,24,0.0,4.0,2,,,2,,4,2,1250,4500.0,0,,,0,3527832,1332496.0,,,,7,22,7,2025,12,5,1,1,1,,,1,1,2,2,2,4390,3,1,4,0,3.431909,6.067827,9.331877,35
1629468,4159,4,1,3,1,3,3,34,2,0,2,7,10,2025,15,5,2025,3,21,95,1,,,,,,1,,1,100,0,0,0,2,,2022,15,2020,6,2,2,,2,,,,1,40.0,5.0,10.0,,110000.0,1,50.0,1,30.0,2,,,,1,2,,,2,2,,2,2,4,60,42500000.0,Forty-two million five hundred thousand,26800000.0,Twenty-six million eight hundred thousand,,100,0,0,,,,,,,,,,70,30,2.0,,,,,,,,2,,3,4,3,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,-4.0,3.0,1,2,2,2,1,1.0,"Our activities are largely driven by innovation, and we often draw design inspiration and project plans from Dubai and other parts of the Arab world.",2,,1,1000000.0,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,2,1,2.0,2.0,2.0,,45,1,1,2,,2.0,2,,2,,0.0,,2,,,2,,,2,3,2,3,3,1,3,3,2,1,2,3,3,3,2,1,10,14,9,11,7,3,12,2,15,5,13,6,4,8,8,1,10,14,9,11,7,3,12,2,15,5,13,6,4,8,35,15,80.0,,,,,,0.0,3,28,4,2,,,,,,,2,,,0,0,,,2,,,2,,2,1,2000,115000.0,0,,,0,5820000,465000.0,,,,6,7,10,2025,17,6,1,2,1,,,1,1,2,2,2,4100,3,1,4,0,3.431909,6.067827,9.331877,35
1629471,4198,2,1,4,1,1,4,17,2,0,2,15,10,2025,9,55,2025,3,21,95,1,,,,,,3,,1,100,0,0,0,1,100.0,2021,3,2023,5,1,2,,2,,,,1,30.0,2.0,15.0,,150000.0,2,,1,30.0,2,,,,1,2,,,1,2,,2,4,1,80,1200000.0,one million two hundred thousand,350000.0,Three hundred fifty thousand,75.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,-9,3,,,,,,,,,,,,1,125.0,3.0,1,1,2,1,1,1.0,"1. Anklets made of pearls, 2. Keychains, 3. Handbags that we made from pearls, 4. We made oil pickles that are new and better quality than the existing pickles.",1,"Yes, we hired a female employee to market our products as a sample.",1,38000.0,,,,,,,,2,,,3,2,,2,1,70,0,0,0,30,0,0,1,30000.0,0.0,70.0,,0.0,,0.0,,0.0,,30.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,20,4.0,Through the HesabPay application.,2.0,3.0,3,4.0,Through the HesabPay application.,3.0,8,2,,,,,16,1,1,1,1.0,,2,,2,,0.0,,2,,,2,,,0,4,0,0,0,0,0,3,2,0,1,3,0,1,0,5,2,8,13,3,11,15,12,9,4,1,14,10,6,7,2,5,2,8,13,3,11,15,12,9,4,1,14,10,6,7,12,5,8.0,,8.0,4.0,8.0,2.0,,4,2,2,2,,,,,,,2,,,3,5,5.0,12.0,2,,,2,,0,2,150,1200.0,-9,,,-9,350000,25000.0,65000.0,,1625000.0,6,15,10,2025,11,27,1,4,1,,,1,1,2,2,2,1410,4,1,2,0,4.3382907,4.5739584,9.685307,49
1629473,4208,4,1,3,1,3,3,100,2,0,2,28,9,2025,13,47,2024,3,21,95,1,,,,,,3,,1,100,0,0,0,2,,2022,4,2022,8,2,2,,2,,,,2,,,,,,1,5.0,1,95.0,2,,,,-7,2,,,2,2,,2,2,4,70,22500000.0,Twenty-two million five hundred thousand,6000000.0,six million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,1,1.0,3,3,4,2.0,1.0,2.0,2.0,,,,2.0,,2.0,3.0,2,7.0,3.0,2,2,2,2,2,,,2,,2,,,,,,,,,1,8.0,2.0,3,1,500000.0,2,1,50,0,0,0,0,0,50,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,6.0,,,1,10,3.0,,2.0,-5.0,5,3.0,,-5.0,8,2,,,,,48,1,1,2,,2.0,1,2.0,1,20.0,5.0,,2,,,2,,,0,0,3,3,0,1,0,0,3,0,4,0,1,4,0,11,12,13,7,15,5,8,6,14,4,2,1,9,10,3,14,11,12,13,7,15,5,8,6,14,4,2,1,9,10,3,6,4,100.0,,,,,,0.0,2,2,2,1,,,,,,0.0,2,,,0,100,0.0,6.0,2,,,2,,3,4,-7,,0,,,0,4500000,315000.0,,,,7,28,9,2025,15,6,1,1,1,,,1,1,2,2,2,4100,3,1,4,0,3.431909,6.067827,9.331877,35
1629474,4217,2,1,1,1,1,1,80,2,0,1,22,9,2025,14,17,2025,3,21,95,2,,,,,,4,,1,100,0,0,0,2,,2012,3,2012,25,2,2,,2,,,,1,30.0,3.0,0.0,,35000.0,2,,1,40.0,2,,,,-7,1,3.0,4.0,2,1,1.0,2,4,1,100,2100000.0,Two million one hundred thousand,1800000.0,One million eight hundred thousand,70.0,5,95,0,,,,,,,,,2013.0,10,90,2.0,,,,,,,,2,,4,4,-9,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,,1.0,3.0,3,,,3,1,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,3.0,,,2,0,,,,,0,,,,20,2,,,,,130,3,1,2,,-7.0,2,,2,,0.0,,2,,,2,,,2,3,0,-9,-9,0,0,2,0,0,2,4,0,0,1,5,10,1,6,4,11,12,3,14,7,13,15,2,9,8,12,5,10,1,6,4,11,12,3,14,7,13,15,2,9,8,10,10,50.0,,8.0,2.0,5.0,0.0,,5,3,0,2,,,,,,,2,,,0,70,50.0,7.0,2,,,2,,0,0,400,1500.0,0,,,-9,480000,0.0,680000.0,,7000000.0,20,22,9,2025,16,12,1,1,1,,,1,1,1,1,2,1393,1,1,2,0,1.61115,2.3797135,4.008844,2
1629475,4226,2,1,1,1,1,1,30,2,0,1,12,7,2025,11,38,2024,3,21,95,1,,,,,,3,,1,100,0,0,0,1,100.0,2018,5,2018,2,1,2,,2,,,,2,,,,,,1,80.0,1,20.0,2,,,,-7,2,,,2,2,,2,-9,1,100,1000000.0,One million,-7.0,,5.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,2.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,,1.0,1.0,1,10.0,3.0,1,1,2,1,2,,,2,,1,500000.0,,,,,,,,2,,,3,1,300000.0,1,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,90,3.0,,0.0,-5.0,50,3.0,,-5.0,10,1,1.0,2.0,2.0,,192,1,1,2,,-7.0,1,3.0,2,,-8.0,,2,,,2,,,2,0,0,0,0,1,0,1,0,0,3,0,0,0,0,12,7,14,15,11,1,9,13,4,5,8,6,3,10,2,-9,12,7,14,15,11,1,9,13,4,5,8,6,3,10,2,30,-7,15.0,,26.0,4.0,0.0,1.0,,7,10,9,1,26.0,,4.0,,0.0,,2,,,0,0,,,2,,,2,,0,0,-7,,0,,,60000,500000,25000.0,400000.0,,21000000.0,3,12,7,2025,13,47,2,1,1,,,1,1,1,1,2,1910,1,1,2,0,1.61115,2.3797135,4.008844,2
1629476,4272,4,1,3,1,3,3,8,2,0,2,29,9,2025,9,19,2025,3,21,95,1,,,,,,1,,1,100,0,0,0,2,,2019,6,2023,8,2,2,,2,,,,2,,,,,,2,,1,100.0,2,,,,1,2,,,1,2,,2,4,3,70,20100000.0,Twenty million one hundred thousand,13400000.0,Thirteen million four hundred thousand,,100,0,0,,,,,,,,,,0,100,1.0,Viet Nam,1.0,7.0,20.0,12.0,20.0,5.0,2,,3,4,2,,,,,,,,,,,,2,3.0,3.0,1,2,2,2,1,1.0,"Our latest offering, Haley Tea, is now being launched and introduced to the market.",2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,1,2,2,1.0,,,2,0,,,,,0,,,,2,1,2.0,2.0,2.0,,72,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,1,1,1,0,1,1,3,1,0,1,1,1,1,1,3,6,5,9,1,4,12,11,15,7,13,3,2,14,8,10,15,6,5,9,1,4,12,11,15,7,13,3,2,14,8,10,7,7,100.0,,,,,,0.0,2,5,0,2,,,,,,,2,,,5,0,,,2,,,2,,1,1,0,0.0,0,,,0,5500000,1800000.0,,,,4,29,9,2025,11,24,1,2,1,,,1,1,2,2,2,4630,3,1,4,0,3.431909,6.067827,9.331877,35
1629477,4277,2,1,2,1,1,2,57,2,0,1,6,8,2025,10,32,2025,3,21,95,2,,,,,,3,,1,100,0,0,0,1,100.0,2013,21,2024,3,1,2,,2,,,,2,,,,,,2,,2,,2,,,,2,2,,,2,2,,2,4,1,70,4000000.0,Four Million,3500000.0,Three Million Five Hundred Thousand,50.0,100,0,0,,,,,,,,,,30,70,2.0,,,,,,,,2,,3,4,3,2.0,2.0,,1.0,2.0,4.0,1.0,2.0,,1.0,1.0,1,5.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,1,50,0,0,10,40,0,0,2,,,,,,,,,,,,,,,,,2,1,1,3.0,2014.0,-8.0,2.0,,,,,,,1,1,1,,1.0,7.0,2,0,,,,,0,,,,0,2,,,,,72,3,3,-6,,,2,,2,,0.0,,2,,,2,,,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,8,3,10,15,11,14,1,2,12,5,4,13,9,7,6,1,8,3,10,15,11,14,1,2,12,5,4,13,9,7,6,5,5,5.0,,5.0,0.0,5.0,0.0,,5,0,0,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,140,2000.0,25,1.0,,2500,500000,0.0,1500000.0,,3000000.0,10,6,8,2025,11,24,2,2,1,,,1,1,2,2,4,1393,2,1,2,0,2.7423851,3.2991145,5.109369,18
1629478,4286,4,1,4,1,3,4,7,1,0,2,4,8,2025,14,15,2025,3,21,95,1,2.0,1.0,2.0,1.0,,4,,1,0,0,0,100,2,,2018,5,2018,18,2,2,,2,,,,2,,,,,,2,,1,60.0,2,,,,-7,2,,,2,1,3.0,2,4,62,100,5500000.0,FIVE MILLION AND FIVE HUNDRED THOUSAND,10000000.0,TEN MILLION,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,2,,,,,,,,,,,,1,-4.0,3.0,1,-7,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,50,50,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,100,3.0,,0.0,-5.0,-9,,,,10,1,1.0,2.0,2.0,,-9,1,1,-6,,,1,4.0,1,20.0,0.0,,2,,,2,,,0,3,0,1,1,2,2,3,1,0,1,1,1,1,1,10,5,14,12,13,8,1,15,11,4,7,9,6,2,3,12,10,5,14,12,13,8,1,15,11,4,7,9,6,2,3,7,7,100.0,,,,,,0.0,3,4,0,2,,,,,,,2,,,0,0,,,2,,,2,,2,3,312,4000.0,0,,,0,400000,-9.0,,,,4,4,8,2025,16,17,1,2,1,,,1,1,2,2,2,5229,4,1,4,0,4.27105,5.971265,14.54295,51
1629479,4300,2,1,1,1,1,1,50,2,0,1,28,9,2025,10,50,2025,3,21,95,2,,,,,,4,,1,100,0,0,0,2,,2020,35,2019,20,2,1,FSCC 22000,2,,,,2,,,,,,1,60.0,2,,2,,,,1,2,,,1,2,,2,4,1,100,130000000.0,One hundred thirty million,161000000.0,One hundred sixty one million,40.0,100,0,0,,,,,,,,,,20,80,1.0,Pakistan,1.0,6.0,0.0,1.0,0.0,20.0,2,,1,1,3,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2,-4.0,3.0,1,2,2,2,2,,,2,,1,300000.0,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,25,3.0,,0.0,-5.0,90,3.0,,2.0,10,1,1.0,2.0,2.0,,98,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,2,1,1,0,1,1,1,4,3,0,4,1,3,0,2,2,15,13,3,5,14,12,10,11,9,6,8,7,1,4,8,2,15,13,3,5,14,12,10,11,9,6,8,7,1,4,47,47,50.0,,20.0,27.0,0.0,4.0,,6,14,0,1,20.0,,27.0,,0.0,,2,,,0,0,,,2,,,2,,0,0,192592,1300000.0,0,,,0,11256000,150000.0,70000000.0,,670000000.0,10,28,9,2025,12,38,1,1,1,,,1,1,1,1,2,2220,1,1,2,0,1.61115,2.3797135,4.008844,2
1629480,4308,2,1,1,1,1,1,20,2,0,1,27,9,2025,9,47,2024,3,21,95,2,,,,,,4,,1,100,0,0,0,2,,2018,20,2018,9,2,2,,1,-6.0,2.0,0.0,2,,,,,,1,60.0,2,,2,,,,-6,2,,,2,2,,-7,4,1,100,17000000.0,Seventeen million,14000000.0,Fourteen million,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,4,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,,1.0,3.0,2,-4.0,3.0,1,2,2,2,1,1.0,We design the products ourselves and use quality materials,1,"High-quality materials are used, and at the same time the price of the baskets is low. The advantage of our product is that fresh fruit does not rot when placed inside the baskets, as air circulates more easily within them. In addition, each ba",1,100000.0,,,,,,,,1,30.0,2.0,4,2,,2,2,100,0,0,0,0,0,0,1,5000000.0,28000000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,10,3.0,,2.0,-6.0,10,3.0,,-6.0,20,1,1.0,2.0,2.0,,50,3,3,-6,,,2,,2,,0.0,,1,70.0,2.0,1,60.0,2.0,4,1,2,1,-9,0,0,4,0,0,3,3,1,2,2,5,13,12,11,2,6,1,14,7,8,15,9,10,4,3,1,5,13,12,11,2,6,1,14,7,8,15,9,10,4,3,20,16,6.0,,16.0,4.0,0.0,0.0,,16,0,0,1,16.0,,4.0,,,0.0,1,1.0,4.0,1,1,0.0,10.0,2,,,2,,1,1,35000,250000.0,3000,5.0,,4500,5000000,2200000.0,11000000.0,,50000000.0,20,27,9,2025,11,27,1,1,1,,,1,1,1,1,2,2220,1,1,2,0,1.61115,2.3797135,4.008844,2
1629481,4312,4,2,3,1,3,3,25,2,0,1,28,9,2025,9,36,2025,3,21,95,1,,,,,,3,,1,100,0,0,0,2,,2007,15,2007,23,2,2,,2,,,,2,,,,,,2,,1,30.0,2,,,,1,2,,,2,2,,-7,-9,4,50,5000000.0,Five million,2000000.0,Two million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,3.0,2.0,,1.0,3.0,5.0,1.0,2.0,,1.0,3.0,2,-4.0,3.0,2,2,2,1,2,,,2,,2,,,,,,,,,2,,,2,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,30,1.0,,0.0,-5.0,50,1.0,,-5.0,10,2,,,,,250,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,1,0,2,0,1,0,4,2,1,2,0,0,1,1,5,14,4,3,6,12,8,11,10,15,13,2,7,1,9,8,5,14,4,3,6,12,8,11,10,15,13,2,7,1,9,15,8,70.0,,,,,,0.0,4,6,5,2,,,,,,,2,,,0,35,0.0,4.0,2,,,2,,0,0,2500,15000.0,0,,,0,2160000,-9.0,,,,4,28,9,2025,11,29,1,4,1,,,1,1,2,2,2,4100,3,2,4,0,1.0,1.6899508,2.801251,41
1629482,4321,3,1,2,1,3,2,8,2,0,1,5,11,2025,12,1,2024,3,21,95,2,,,,,,3,,1,100,0,0,0,2,,2003,5,2003,22,2,2,,2,,,,2,,,,,,2,,2,,2,,,,1,2,,,1,1,1.0,2,3,3,100,5600000.0,Five million six hundred thousands,4000000.0,Four million,,5,0,95,Netherlands,1.0,1.0,8.0,30.0,20.0,17.0,2.0,2003.0,100,0,,,,,,,,,2,,3,3,1,,,,,,,,,,,,3,,,3,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,0,1,2.0,2.0,2.0,,48,3,2,2,,3.0,2,,2,,0.0,,2,,,2,,,1,0,1,0,1,0,2,0,0,0,2,2,1,2,0,3,1,7,12,2,10,15,6,11,13,14,4,9,8,5,12,3,1,7,12,2,10,15,6,11,13,14,4,9,8,5,5,5,100.0,,,,,,0.0,2,2,1,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,88,1500.0,5,1.0,,200,0,,,,,4,5,11,2025,13,4,1,2,1,,,1,1,2,2,2,4630,2,1,3,0,1.3446301,1.7296375,3.7008953,20
1629483,4322,3,1,1,1,3,1,60,2,0,1,12,7,2025,10,9,2024,3,21,95,2,,,,,,4,,1,100,0,0,0,2,,2009,4,2009,8,2,2,,1,60.0,2.0,-9.0,2,,,,,,1,30.0,1,40.0,2,,,,1,2,,,1,2,,2,4,3,100,800000000.0,Eight hundred million,-7.0,,,100,0,0,,,,,,,,,,10,90,1.0,China,2.0,,,40.0,0.0,5.0,2,,3,4,1,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2,4.0,3.0,2,2,1,2,1,1.0,We take on larger projects with the same capacity as a team.,1,There are no projects to be implemented in Afghanistan before this,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,1,4000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,1,1,1.0,2024.0,70000000.0,2.0,,,,,,,1,1,1,,1.0,2.0,1,80,3.0,,1.0,-5.0,20,3.0,,-5.0,5,1,1.0,2.0,1.0,4.0,200,1,1,2,,3.0,1,3.0,1,30.0,0.0,,2,,,2,,,0,0,0,1,3,3,1,0,3,0,4,0,0,0,1,13,11,10,4,15,2,3,8,14,1,12,7,9,6,5,11,13,11,10,4,15,2,3,8,14,1,12,7,9,6,5,60,30,,40.0,,,,,0.0,10,10,40,1,,,,,,0.0,2,,,4,0,,,2,,,2,,0,0,1800,12000.0,150,1.0,,15000,12000000,720000.0,,,,20,12,7,2025,12,20,1,1,1,,,1,1,1,1,2,4652,1,1,3,0,1.753491,2.7693353,6.4454284,4
1629484,4327,4,1,3,1,3,3,5,1,0,2,2,8,2025,10,31,2025,3,21,95,3,2.0,1.0,1.0,1.0,,3,,1,100,0,0,0,2,,2022,5,2022,20,2,2,,1,8.0,2.0,21000.0,1,40.0,2.0,20.0,,25000.0,2,,1,35.0,2,,,,1,2,,,2,1,2.0,1,3,3,70,448000.0,four hundred forty eight thousand,322000.0,Three hundred twenty-two thousand,,65,0,35,Afghanistan,2.0,,,0.0,13.0,0.0,2.0,2022.0,100,0,,,,,,,,,2,,3,4,3,,,,,,,,,,,,2,-4.0,3.0,1,2,2,2,1,1.0,"We have delivered a range of services to the government, including a unique and diverse offering in the form of IT services provided to various government agencies.",1,We have procured and delivered administrative supplies to various government agencies.,2,,,,,,,,,1,15.0,2.0,2,2,,2,2,100,0,0,0,0,0,0,1,450000.0,96000.0,60.0,,0.0,,40.0,,0.0,,0.0,,0.0,,0.0,,2,2,2,,,,,,,,,,,2,2,2,1.0,,,2,0,,,,,0,,,,12,1,1.0,2.0,2.0,,51,3,3,2,,3.0,1,3.0,1,21.0,0.0,,2,,,2,,,2,3,1,1,1,1,1,3,2,2,2,1,2,1,2,2,5,1,12,11,10,13,7,9,4,15,6,14,8,3,8,2,5,1,12,11,10,13,7,9,4,15,6,14,8,3,5,5,0.0,,,,,,0.0,2,3,0,2,,,,,,,2,,,5,0,,,2,,,2,,1,1,500,2000.0,100,1.0,,15000,90000,10000.0,,,,12,2,8,2025,11,58,1,1,1,,,1,1,2,2,2,4690,3,1,4,0,3.431909,6.067827,9.331877,35
1629485,4345,2,2,4,1,1,4,55,2,0,2,28,8,2025,16,0,2025,3,21,95,1,,,,,,4,,1,100,0,0,0,2,,2024,20,2024,10,2,2,,2,,,,1,-9.0,,,0.0,,2,,1,100.0,2,,,,1,2,,,1,2,,2,4,1,100,6960000.0,SIX MILLION NINE HUNDRED SIXTY THOUSAND,-7.0,,60.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,-7.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,,4.0,3.0,1,-4.0,3.0,1,2,2,1,1,1.0,This company has innovatively created a woolen blanket and introduced it to the market for the first time.,2,,2,,,,,,,,,2,,,4,1,20000.0,2,2,20,50,0,0,0,0,30,1,600000.0,0.0,20.0,,50.0,,0.0,,0.0,,0.0,,0.0,,30.0,,2,2,2,,,,,,,,,,,1,2,2,4.0,,,2,-9,,,,,-9,,,,9,1,3.0,2.0,1.0,2.0,35,1,1,-6,,,2,,2,,0.0,,2,,,2,,,2,3,1,1,0,0,1,3,0,0,1,3,1,1,0,11,9,2,15,10,14,1,4,12,7,5,13,3,6,8,1,11,9,2,15,10,14,1,4,12,7,5,13,3,6,8,55,-7,60.0,,52.0,3.0,52.0,0.0,,52,0,0,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,0,0.0,2000,5.0,,0,1600000,0.0,2000000.0,,1200000.0,2,28,8,2025,17,51,1,4,1,,,1,1,2,2,2,1393,4,2,2,0,1.5030229,1.546778,3.5301352,54
1629487,4353,2,1,4,1,1,1,6,2,0,1,5,8,2025,9,30,2025,3,21,95,1,,,,,,4,,2,100,0,0,0,1,50.0,2005,30,2021,15,2,2,,2,,,,2,,,,,,2,,1,100.0,1,10.0,2.0,15000.0,1,2,,,1,2,,-7,-9,1,100,4000000.0,four million,1600000.0,One million six hundred thousand,80.0,60,20,20,Aruba,1.0,7.0,20.0,10.0,12.0,-9.0,2.0,2024.0,60,40,1.0,Pakistan,1.0,3.0,10.0,6.0,15.0,20.0,2,,3,4,4,,,,,,,,,,,,3,,,3,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,2,20,3.0,,5.0,-5.0,25,3.0,,-5.0,1,1,4.0,2.0,2.0,,-9,1,1,-9,,,2,,2,,-8.0,,2,,,2,,,0,0,0,1,1,1,0,3,0,0,1,2,1,0,1,14,11,8,9,13,5,15,12,1,4,7,6,2,10,3,7,14,11,8,9,13,5,15,12,1,4,7,6,2,10,3,30,18,80.0,,24.0,6.0,24.0,1.0,,15,5,4,2,,,,,,,2,,,30,0,,,2,,,2,,0,0,-7,,100,1.0,,-9,1200000,200000.0,500000.0,,1000000.0,3,5,8,2025,12,5,1,2,1,,,1,3,1,1,2,1393,4,1,2,0,4.3382907,4.5739584,9.685307,49
